case_id,state,source_evalid,fold,applied_level,field,hard_filter_in_b9,target_value,candidate_values_seen,candidate_plot_rows_before_filter,exclusion_count_for_field,why_included_or_descriptive,evidence_basis,final_authority_remains_open,compatibility_followup_candidate,notes
S11,MO,292301,B,LEVEL2,SUBPANEL,NO,0,0,4393,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S11,MO,292301,B,LEVEL2,regional_manual,NO,NCRS=9.2|NERS=MISSING|RMRS=MISSING,NCRS=7|NERS=MISSING|RMRS=MISSING;NCRS=9.01|NERS=MISSING|RMRS=MISSING;NCRS=9.1|NERS=MISSING|RMRS=MISSING;NCRS=9.2|NERS=MISSING|RMRS=MISSING,4393,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,71,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S12,MT,302201,A,LEVEL1,INTENSITY,YES,1,1,71,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S12,MT,302201,A,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION,71,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S12,MT,302201,A,LEVEL1,raw_DESIGNCD,YES,1,1,71,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S12,MT,302201,A,LEVEL1,repair_class,YES,R0,R0,71,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S12,MT,302201,A,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,71,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S12,MT,302201,A,LEVEL1,KINDCD,NO,2,2,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,MANUAL,NO,9,6;7;8;9;9.1;9.3,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,MEASYEAR,NO,2020,2015;2016;2017;2019;2020;2022;2024,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=1|NF_PLOT=MISSING|RSCD=22,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=22;NF_SAMPLE=1|NF_PLOT=MISSING|RSCD=22,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,PLOT_STATUS_CD,NO,1,1;2,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,SAMP_METHOD_CD,NO,1,1;2,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,SUBPANEL,NO,1,1;2,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S12,MT,302201,A,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=MISSING|RMRS=9,NCRS=MISSING|NERS=MISSING|RMRS=6;NCRS=MISSING|NERS=MISSING|RMRS=7;NCRS=MISSING|NERS=MISSING|RMRS=8;NCRS=MISSING|NERS=MISSING|RMRS=9;NCRS=MISSING|NERS=MISSING|RMRS=9.1;NCRS=MISSING|NERS=MISSING|RMRS=9.3,71,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,NONE,0,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL1,INTENSITY,YES,1,NONE,0,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,NONE,0,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL1,raw_DESIGNCD,YES,1,NONE,0,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL1,repair_class,YES,R0,NONE,0,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NONE,0,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL1,KINDCD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,MANUAL,NO,9.2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,MEASYEAR,NO,2023,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,PLOT_STATUS_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,SAMP_METHOD_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,SUBPANEL,NO,0,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=9.2|RMRS=MISSING,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,1785,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL2,INTENSITY,YES,1,1;2;3,1785,3,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL2,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION;QA_STATUS=7|class=PRODUCTION,1785,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL2,raw_DESIGNCD,YES,1,1,1785,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL2,repair_class,YES,R0,R0,1785,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL2,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,1785,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S13,NY,362301,A,LEVEL2,KINDCD,NO,2,1;2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,MANUAL,NO,9.2,7;8;9;9.1;9.2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,MEASYEAR,NO,2023,2018;2019;2020;2022;2023;2024,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24;NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,PLOT_STATUS_CD,NO,2,1;2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,SAMP_METHOD_CD,NO,2,1;2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,SUBPANEL,NO,0,0,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S13,NY,362301,A,LEVEL2,regional_manual,NO,NCRS=MISSING|NERS=9.2|RMRS=MISSING,NCRS=MISSING|NERS=7|RMRS=MISSING;NCRS=MISSING|NERS=8|RMRS=MISSING;NCRS=MISSING|NERS=9.1|RMRS=MISSING;NCRS=MISSING|NERS=9.2|RMRS=MISSING,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,NONE,0,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL1,INTENSITY,YES,1,NONE,0,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,NONE,0,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL1,raw_DESIGNCD,YES,1,NONE,0,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL1,repair_class,YES,R0,NONE,0,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NONE,0,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL1,KINDCD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,MANUAL,NO,7,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,MEASYEAR,NO,2018,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,PLOT_STATUS_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,SAMP_METHOD_CD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,SUBPANEL,NO,0,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL1,regional_manual,NO,NCRS=MISSING|NERS=7|RMRS=MISSING,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,DESIGNCD,YES,xwalk=1|plot=1,xwalk=1|plot=1,1785,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL2,INTENSITY,YES,1,1;2;3,1785,3,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL2,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,QA_STATUS=1|class=PRODUCTION;QA_STATUS=7|class=PRODUCTION,1785,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL2,raw_DESIGNCD,YES,1,1,1785,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL2,repair_class,YES,R0,R0,1785,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL2,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,1785,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S14,NY,362301,A,LEVEL2,KINDCD,NO,2,1;2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,MANUAL,NO,7,7;8;9;9.1;9.2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,MEASYEAR,NO,2018,2018;2019;2020;2022;2023;2024,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,NF_regional_flags,NO,NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,NF_SAMPLE=0|NF_PLOT=MISSING|RSCD=24;NF_SAMPLE=MISSING|NF_PLOT=MISSING|RSCD=24,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,PLOT_STATUS_CD,NO,2,1;2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,SAMP_METHOD_CD,NO,2,1;2,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,SUBPANEL,NO,0,0,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
S14,NY,362301,A,LEVEL2,regional_manual,NO,NCRS=MISSING|NERS=7|RMRS=MISSING,NCRS=MISSING|NERS=7|RMRS=MISSING;NCRS=MISSING|NERS=8|RMRS=MISSING;NCRS=MISSING|NERS=9.1|RMRS=MISSING;NCRS=MISSING|NERS=9.2|RMRS=MISSING,1785,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,YES,Variation is recorded for mainline review and is not silently promoted into a filter.
S15,NY,362301,B,LEVEL1,DESIGNCD,YES,xwalk=1|plot=1,NONE,0,0,"Exact target match prevents mixing national/special design codes, including WA 501 versus 502.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL1,INTENSITY,YES,1,NONE,0,0,"Exact target intensity removes non-base material when the target is base, and symmetrically matches other target intensity values.",PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL1,QA_production_class,YES,QA_STATUS=1|class=PRODUCTION,NONE,0,0,Production versus non-production class is matched; QA codes 1 and 7 are both production.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL1,raw_DESIGNCD,YES,1,NONE,0,0,Exact raw code is checked when both sides are recoverable so normalization cannot hide a design difference.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL1,repair_class,YES,R0,NONE,0,0,Exact repair identity preserves the frozen design-resolution path.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL1,special_nonfederal_augmentation_identity,YES,NO_SEPARATE_EXPLICIT_EXCEPTION_FLAG_RECOVERED,NONE,0,0,Any separately explicit local exception would require the same target identity; none was separately recovered beyond design/intensity fields.,PROJECT_SPECIFIC_CANDIDATE_USING_ACCEPTED_B7_B8_LOCAL_IDENTITIES,YES,NO,B9 filter is not represented as an official FIA exact grouping rule.
S15,NY,362301,B,LEVEL1,KINDCD,NO,2,NONE,0,0,Descriptive inventory only under the frozen B9 task; not used to exclude material.,B9_TASK_EXPLICITLY_DESCRIPTIVE_OR_NOT_ENUMERATED_AS_HARD_FILTER,YES,NO,Variation is recorded for mainline review and is not silently promoted into a filter.
